Text,Emotion,Label
i feel inspired to get back to my indigo pot,happy,5
i myself stood before the crowd and talk but no more recent addition to the crowd feeling a little shaky hihi training and skills needed to maintain constant the better,fear,4
im not feeling too joyful about writing this blog because id rather be knitting,happy,5
i didnt feel there was anything special about it,happy,5
i feel badly that my ability to be thrilled at seeing something like that had been pegged at that point,happy,5
im feeling a little stressed about it,sadness,0
i feel awkward around them rather then loved i can feel them not wanting to be near me so i let them go i no longer ask for hugs or for comfort,sadness,0
i feel suspicious of wrinkle prevention beauty products for some reason,fear,4
i said im only pages and this book feels so tortured and you can really feel the pain of the characters,fear,4
i could feel that the person was pissed at me because that person didnt understand what i was trying to say and so there was further personal attack again asking me whats my nationality giving me that shit face and blah blah,anger,1
i feel a bit of sadness or loss i just remind myself that love is never lost no person is every lost and all is well,sadness,0
i feel a little bit chukey and unfortunately for us you like to sing all the inapporpriate words to fergie s glamorous,happy,5
i kiss your lips i feel sweet,love,2
i wanted to get a pumpkin spice latte this morning but it was hot and the last thing i wanted was a hot coffee maybe i am feeling a little bitter,anger,1
i feel a need to suddenly try and change myself to be accepted by,happy,5
a study visit to a chicken factory the butchery,anger,1
i tuck the fear back into a quiet chamber of my heart to ponder it for another day when i am feeling less brave,happy,5
i feel like it is cool for now but we wonder when fabolous plans to release his long awaited losos way rise to power album,happy,5
i feel it is unfortunate that i have had to take these drastic measures and post this notice as i truly loved posting my new work to flickr and interacting with new people from all over the world,sadness,0
i had no immediate response though in retrospect i feel i could have said so many things to convince her to be gentle with the love pony and ride her nice and easy,love,2
i have been struggling with this feeling of being damaged,sadness,0
i dunno the word im even looking for i guess because im not exactly how i feel im selfish i know,anger,1
i say that feelings dont dull selectively,sadness,0
a few monthe ago,anger,1
when my relatives and i were in a car going slowly on a frozen road,fear,4
i choose someone i feel that it is my obligation to be truthful and completely faithful to that person with utmost loyalty,happy,5
i am feeling rather vain today because my hair looks good and so i have decided to do an entire post about beauty products,sadness,0
i like to buck the system and climb on my soapbox when i feel wronged or see others wronged but for the most part i am more comfortable with a society that accepts certain behaviors as moral truths,anger,1
